2.827274413999999979e+03,2.568693400000000082e+01
2.825912108999999873e+03,3.119127699999999948e+01
2.824548827999999958e+03,2.201318200000000047e+01
2.823185547000000042e+03,2.934532000000000096e+01
2.821822266000000127e+03,3.300719800000000248e+01
2.820458983999999873e+03,3.116752200000000173e+01
2.819094727000000148e+03,3.299461399999999855e+01
2.817730469000000085e+03,3.298831899999999706e+01
2.816366211000000021e+03,2.748502200000000073e+01
2.815001952999999958e+03,4.030366899999999930e+01
2.813636719000000085e+03,4.579087400000000230e+01
2.812271483999999873e+03,3.479441500000000076e+01
2.810906250000000000e+03,3.295682899999999904e+01
2.809541016000000127e+03,3.295052299999999690e+01
2.808174805000000106e+03,2.562328300000000070e+01
2.806808594000000085e+03,4.025744999999999862e+01
2.805442383000000063e+03,2.927253899999999831e+01
2.804075194999999894e+03,2.377938100000000077e+01
2.802708008000000063e+03,4.389197899999999919e+01
2.801340819999999894e+03,2.194178199999999990e+01
2.799973633000000063e+03,3.290635699999999986e+01
2.798605469000000085e+03,2.376114300000000057e+01
2.797238280999999915e+03,2.192914999999999992e+01
2.795869141000000127e+03,3.836864099999999667e+01
2.794500977000000148e+03,3.288108799999999832e+01
2.793131836000000021e+03,3.104838900000000024e+01
2.791762694999999894e+03,4.199856599999999673e+01
2.790393555000000106e+03,2.921077000000000012e+01
2.789024413999999979e+03,3.468110999999999677e+01
2.787654297000000042e+03,4.014934499999999673e+01
2.786284180000000106e+03,4.014160900000000254e+01
2.784913086000000021e+03,3.648533599999999666e+01
2.783542969000000085e+03,3.465438499999999777e+01
2.782171875000000000e+03,4.011838900000000052e+01
2.780800780999999915e+03,4.011064900000000222e+01
2.779429688000000169e+03,3.281146600000000291e+01
2.778057616999999937e+03,3.645014199999999960e+01
2.776685547000000042e+03,3.826525500000000335e+01
2.775313477000000148e+03,4.190146299999999968e+01
2.773940430000000106e+03,3.096465699999999899e+01
2.772568358999999873e+03,2.913756800000000169e+01
2.771195313000000169e+03,3.277341799999999949e+01
2.769821288999999979e+03,2.912628700000000137e+01
2.768448241999999937e+03,4.186092800000000125e+01
2.767074219000000085e+03,3.821343999999999852e+01
2.765700194999999894e+03,4.002536800000000028e+01
2.764325194999999894e+03,4.911251399999999734e+01
2.762951172000000042e+03,4.000983800000000201e+01
2.761576172000000042e+03,3.818379600000000096e+01
2.760201172000000042e+03,5.453768900000000031e+01
2.758825194999999894e+03,3.998653399999999891e+01
2.757449219000000085e+03,3.634432999999999936e+01
2.756073241999999937e+03,4.360471700000000084e+01
2.754697266000000127e+03,5.994482800000000111e+01
2.753320313000000169e+03,5.266853700000000060e+01
2.751944336000000021e+03,4.176346999999999809e+01
2.750567383000000063e+03,4.538623400000000174e+01
2.749189452999999958e+03,4.900758400000000137e+01
2.747811522999999852e+03,5.444226100000000201e+01
2.746434569999999894e+03,5.806042500000000217e+01
2.745055663999999979e+03,5.804909899999999823e+01
2.743677733999999873e+03,4.352833199999999891e+01
2.742298827999999958e+03,5.258646800000000354e+01
2.740919922000000042e+03,5.076322600000000307e+01
2.739541016000000127e+03,5.256592899999999702e+01
2.738161133000000063e+03,6.342924099999999754e+01
2.736781250000000000e+03,6.160493499999999756e+01
2.735401366999999937e+03,5.978132999999999697e+01
2.734021483999999873e+03,6.882563799999999787e+01
2.732640625000000000e+03,7.243386099999999317e+01
2.731259766000000127e+03,6.698820499999999356e+01
2.729878905999999915e+03,7.240550199999999847e+01
2.728497069999999894e+03,7.239131199999999922e+01
2.727115233999999873e+03,8.142426299999999628e+01
2.725733397999999852e+03,7.959922799999999654e+01
2.724351563000000169e+03,7.958361100000000476e+01
2.722968750000000000e+03,9.041817500000000507e+01
2.721585938000000169e+03,9.763246200000000385e+01
2.720203125000000000e+03,9.399798599999999738e+01
2.718820313000000169e+03,9.759411599999999964e+01
2.717436522999999852e+03,1.048027110000000022e+02
2.716052733999999873e+03,1.156216349999999977e+02
2.714668944999999894e+03,1.155989000000000004e+02
2.713284180000000106e+03,1.246055450000000064e+02
2.711899413999999979e+03,1.281920619999999928e+02
2.710514647999999852e+03,1.588546599999999955e+02
2.709128905999999915e+03,1.588233799999999860e+02
2.707744141000000127e+03,1.696188199999999995e+02
2.706358397999999852e+03,1.858222959999999944e+02
2.704971680000000106e+03,1.821781619999999862e+02
2.703585938000000169e+03,2.001761170000000050e+02
2.702199219000000085e+03,2.416063839999999914e+02
2.700812500000000000e+03,2.776122129999999970e+02
2.699425780999999915e+03,2.739527889999999957e+02
2.698038086000000021e+03,3.081359860000000026e+02
